Dataset	Domain	Score	Sent1	Sent2
STS2015-gold	belief	3.60	does not have the vision or the courage to sustain a program like apollo.	doesn't have the vision to "sustain" apollo?
STS2015-gold	belief		the result is that there is no practical incentive for 75 percent of the senators to work across party lines.	and the only reason they are there is because of insane student loan practices that are identical in everyway to the insane mortgage loan practices.
STS2015-gold	belief	0.00	people forgave clinton for the lying because the question never should have been asked in the first place.	no need for lawyers because the strings are pulled so that they aren't ever charged in the first place.
STS2015-gold	belief		big government needs to be booted out of these personal social issues.	but over the years we have sort of thrown a blanket over presidential private lives.
STS2015-gold	belief		i'm not just talking about accumulated wealth.	if not, stop talking about due process.
STS2015-gold	belief		dyslexia, thanks for your honest appraisal.	- ronald reagan thank you all for your input.
STS2015-gold	belief	1.80	you've worn out the handle on your favorite mug.	you've worn the finish off your coffee table.
STS2015-gold	belief	0.00	they "have" fox because fox news reports on newsworthy events.	i saved up for it because i knew i was going to need it.
STS2015-gold	belief	4.20	a bubble is a market that is artificially propped up for any reason.	my understanding of a "bubble" is a sector that is artificially propped up..despite
STS2015-gold	belief	0.20	it's because the right, that party of "morals", don't have "low" standards.	quite simply because they're pissing on the graves of those who died.
STS2015-gold	belief		i'm right there with you.	i'm having trouble with you analogy.
STS2015-gold	belief		no one forced you to go to the peace rally.	your chest does not touch the walls, you just lean into the place where the walls meet.
STS2015-gold	belief	5.00	so you agree that if only 10% of what hacks like you say were true then our wonderful country would have folded in 1777?	like i said earlier, if only 10% of the horseshit you rightwing bitches said were true then our wonderful country would have folded like a cheap suit in or about 1777.
STS2015-gold	belief		this is not uncommon.	all of this is just awful.
STS2015-gold	belief		then, they hear the prosecution case - vote again - less harsh sentence.	then they hear the defence - plus get an education about the principles of sentencing.
STS2015-gold	belief	0.20	i know when the only solution is to spend trillions for minimal, unproven benefit, i know the liar is a leftist.	i believe that the iran issue is more of an israeli problem then it is of the usa or the western world.
STS2015-gold	belief	1.00	you will cease playing american football.	further, you will stop playing baseball.
STS2015-gold	belief		most of the crap is made off.	about 80% of them have already.
STS2015-gold	belief	2.80	however, i have included my objections and concerns i raised at the time and why i objected.	3. im not sure if i can include objections and conerns i raised at the time about decisions.
STS2015-gold	belief		if they have a problem with performing or providing certain services that are part of that business model, then maybe they shouldnt be in that business to begin with.	i was telephoned by a police officer who performed the indentification part of the process for the coroner then explained he would come round and take my statement.
STS2015-gold	belief	0.40	thank you for pointing me foster.	thank you for your concern pelastration.
STS2015-gold	belief		i'm not wrong," the outspoken comedian went on a vulgarity-laden two-minute rant against republicans and the troops.	i'm not a huge fan, but i have to give credit where credit is due and he's wiping the floor with the republican field in these debates.
STS2015-gold	belief	2.60	so, he is a 'self made man', if you want to quibble over that, fine.	if that is not a self made man i have never heard of one.
STS2015-gold	belief		he might be killed and that would be even harder on israeli pr.	it might not be even his fault.
STS2015-gold	belief		after the first bomb was dropped they made an offer with 4 demands.	for the first 1-2 years he hated me going out with my friends.
STS2015-gold	belief		this year's assessment is $147k, just 13 years later.	the last time i saw her i was 12 years old.
STS2015-gold	belief	0.20	i agree with there goes trouble.	i am done with this thread.
STS2015-gold	belief		just because she had a small problem related to drinking and driving is no reason to throw the book at her.	the story that a soldier related to larry king about how he died is now known to be a false.
STS2015-gold	belief	1.20	recession is when a neighbor loses his job.	depression is when you lose yours.
STS2015-gold	belief		always knew newt could tear it up in a debate.	any assistance would be much appreciated.
STS2015-gold	belief		you don't tan, you roast.	you don't get mad, you get steamed.
STS2015-gold	belief		also, sas uses a very soft, lined leather for the uppers.	also, are you a member of a church or faith?
STS2015-gold	belief	3.90	wtf are you babbling about?	wtf is that all about?
STS2015-gold	belief		even police have to take time off work, not zimmerman, he's suddenly the victim.	and could have quite legitimate reasons for not wishing to have any further contact with you.
STS2015-gold	belief	3.20	the ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.	they are all a bunch of spoiled kids, or whiny adults that want other people to take care of them.
STS2015-gold	belief	1.50	it is irrelevant that race is not a valid biological phenomenon as long as it is an observable phenomenon.	being an american is not a valid biological phenomenon either, yet, all of you consider yourselves americans.
STS2015-gold	belief		besides, what i do is worse.	that is how it works.
STS2015-gold	belief		when are the pigs going to realize that the shit they are handing out will be shoved straight back in their faces?	perhaps they are starting to realize that the president isn't a cure-all for a damaged economy.
STS2015-gold	belief	2.80	president obama would continue that trend.	president obama is doing a bang up job.
STS2015-gold	belief		it's a very good idea to have a former ecb man in the job.	i never got a birthday or xmas card, let alone anything else.
STS2015-gold	belief	1.60	did i say i excused it?	where did i say it did?
STS2015-gold	belief		people still care about what happened, i do.	people get dizzy just watching you.
STS2015-gold	belief	2.00	i know that bothers you socialists/progressives, but that's the way it is.	man, you socialists/progressives really are lost.
STS2015-gold	belief	1.60	perhaps you would care to offer an alternate theory.	perhaps you should just keep your eye on the situation and see how it goes.
STS2015-gold	belief		ok, thanks for the explanation.	thanks for the heads up.
STS2015-gold	belief		i might not like the answer, but i know i do have to find out.	it looks like it can be brought under control now that it's capped.
STS2015-gold	belief	2.40	did anybody else find this disturbing?	does anyone else find that astonishing?
STS2015-gold	belief		this is not rocket science.	so i'm not much help.
STS2015-gold	belief	4.40	would't be shocked if they used nukes either tbh given the israeli mentality i would say we will see them strike iran.	would't be shocked if they used nukes either tbh that is a big claim, it would quite an amazing escalation if israel used nuclear bombs on iran.
STS2015-gold	belief	0.80	sadly, by then we had already lost the political war on the streets and campuses of the united states.	it's whether or not political rhetoric can cause people to do violence.
STS2015-gold	belief		libertarian lunkhead parroting the neocon/teabagger rhetoric...and	or are you truly just another libertarian lunkhead parroting your neocon/teabagger cousin's stupidity?
STS2015-gold	belief		so, i got an e-mail back from jack layton (leader of the ndp) today.	and i did get a check from my dad when he passed away.
STS2015-gold	belief	2.47	where were the "tea partiers" in late '08!!!!?????	but where were the public tea parties!!!!!!!!!??????
STS2015-gold	belief		ah well, at least it proves that we don't agree with corporal punishment.	all of the reasons that we left madison are catching up with us, sadly.
STS2015-gold	belief	1.80	the anti-semites and nazis, we're already familiar with.	the career conspiracy exploiters and the lunatics they exploit, we're already familiar with.
STS2015-gold	belief	1.00	i think there are a number of high-profile crimes where criminals are held long long after the point where they are a danger to anyone.	i've yet to hear anyone exonerate loughner of his crimes on the grounds that the media, not he, was solely to blame.
STS2015-gold	belief		romney: well, he didnt have as much as i think some people anticipated.	romney: well, i dont think he had as much as some people might have imagined.
STS2015-gold	belief		the bomber detonated his explosives, killing naeemi and two others, police said.	take away their method of making money and they lose their power.
STS2015-gold	belief	0.80	he now wants to go to court for a contact order.	someone needs to go to jail for that one.
STS2015-gold	belief		answer - you didn't read the nyt or wapo or the internet?	all you did is demonstrate your complete ignorance.
STS2015-gold	belief	1.60	do you even pay attention to current events?	you're not talking about current events.
STS2015-gold	belief		i still hurt the poor guy.	he still hasn't to this day.
STS2015-gold	belief		there is no voice of the people.	those are just some of the issues.
STS2015-gold	belief		they just regulate the pasteurization process.	this has never been a secular nation, ever.
STS2015-gold	belief	3.00	maybe they don't want to whip up hatred for the sake of ratings?	maybe they don't like race baiting?
STS2015-gold	belief	0.67	six months is the minimum recommended by financial planners.	add into it the disruption of their financial connections.
STS2015-gold	belief	2.00	rslw: because they are horrible, fascist skin head brutes.	vor: you don't think of them as horrible, fascist brutes?
STS2015-gold	belief		in this instance, i chose the wrong words in my analogy of the situation.	the court must take into consideration the technology of the times in their ruling.
STS2015-gold	belief		i was really surprised by this.	it really is everything.
STS2015-gold	belief		i don't like seeing people suffer and something needs to change but how can we go about forcing it?	>>>> i don't think the government need to recognize anything as pertains to marriage.
STS2015-gold	belief		where were the "tea partiers" in late '08!!!!?????	but where were the public tea parties!!!!!!!!!??????
STS2015-gold	belief		in that speech he claimed the murder rate in flint michigan had more than doubled already.	the jihadists have little hope of being able to hijack any more planes so easily.
STS2015-gold	belief	3.00	government - historical debt outstanding - annual 2000 - 2009 and now your ossiah is going to double that.	government - historical debt outstanding - annual 2000 - 2009 the 2009 debt number is from the bush administration's fiscal year.
STS2015-gold	belief		my dad voted bnp cause immigrants keep taking his jobs...	we don't have sugar cane climate here in the u.s..
STS2015-gold	belief		you need to talk to your gp again.	you need to take action and you need to take it now!
STS2015-gold	belief		7 comments weigh in corrections?	do you know what a forecast is?
STS2015-gold	belief		obama's approval ratings are hovering below 50%, yet he has made the list for the 4th year in a row.	grief he's at the top of the list for the 4th year in a row.
STS2015-gold	belief		if that’s the case, apparently regulators disagreed.	"republicans deregulated osha and the epa" osha and epa are regulatory agencies.
STS2015-gold	belief	3.00	i mean, being a history student..	being a university student.
STS2015-gold	belief		"watching the first fight i saw that manny pacquiao was getting tired, and i wasn't.	at the same time, an asian summit is being held in a tourist resort.
STS2015-gold	belief		in syria, 90% of the people are levantine arabs; the rest are kurds, armenians, turkmens, etc. since the kurds are concentrated in the northeastern sliver of the country, if the state falls i could see them making a bid for independence, or autonomy, or union with iraqi kurdistan.	in syria, 90% of the people are levantine arabs; the rest are kurds, armenians, turkmens, etc. you say that as if "levantine arab" was some sort of cohesive ethnic group in syria.
STS2015-gold	belief	3.80	like 99.99% of your idiotic questions, it doesn't deserve an answer for its fatally flawed premise.	that was a stupid question and didn't deserve and answer..
STS2015-gold	belief	4.40	what are you trying to say?	wtf are you babbling about?
STS2015-gold	belief		"if everyone was the same it would be boring" why exactly would it be boring?	if she were here with you now do you think she would want you to be so very unhappy?
STS2015-gold	belief	3.60	our country is supposed to be a nation of laws and not men, right?	what happened to america being a nation of laws and not men?
STS2015-gold	belief		is a bank going to help you when you don't even have a job anymore?	is a bank going to invest in a community that has been wiped out?
STS2015-gold	belief		where were the "tea partiers" in late '08!!!!?????	but where were the public tea parties!!!!!!!!!??????
STS2015-gold	belief		i notice it just as much on these forums as i do anywhere else on the internet.	if you doubt it, just look at the ideologues they put on the thing.
STS2015-gold	belief	3.10	driving on an icy road and wrecking isn't a federal problem until it affects thousands of people.	every winter driving on icy roads affects thousands of people.
STS2015-gold	belief		you grind your coffee beans in your mouth.	your husband sounds lovely, lean on him.
STS2015-gold	belief		obama's approval ratings are hovering below 50%, yet he has made the list for the 4th year in a row.	grief he's at the top of the list for the 4th year in a row.
STS2015-gold	belief		augh, why do people have no respect for anyone anymore.	the people have a right to know!"
STS2015-gold	belief		the teacher was a bit surprised.	there was no surplus.
STS2015-gold	belief		we explain that to our tempos when they apply with us so they understand the importance of always being reachable..to	explain to me, in detail, and using the small words you can understand, how that is not an example of a self made man.
STS2015-gold	belief	4.00	my understanding of a "bubble" is a sector that is artificially propped up..despite	a bubble is a market that is artificially propped up for any reason.
STS2015-gold	belief	0.00	the proper course was taken about nagasaki and hiroshima.	the problem is us, through and through.
STS2015-gold	belief	2.20	i can't carry on as i am, so i do need to know what his long term intentions are.	i don't mean to be dense, but why do you have to find out what his long term intentions are?
STS2015-gold	belief		about james okeefe and acorn?	what about javier solana?
STS2015-gold	belief	0.60	it worked in the snyder case.	that is the entire case.
STS2015-gold	belief		and even tho sunni man and i often disagree, i like him personally.	friends often say i'm lazy, and i can't disagree a lot of the time.
STS2015-gold	belief	3.20	if your problem is with the banks,then sue the banks and try to get some money out of them.	sue them and try to get some money out of them.
STS2015-gold	belief		the trotskyist's obsession with evil big business exploiting the poor worker is way off the mark!	the net result would be devastating to the poorest of the poor.
STS2015-gold	belief		just remember he loves you.	i just remember tumbling down.
STS2015-gold	belief		i'm talking exxon, shell, bp...	i'm not talking about this year, maggie.
STS2015-gold	belief		omnicarus fucked around with this message at jan 04, 2012 around 05:58 the bigger question is, why do people continue to do business via paypal?	ishallriseagain fucked around with this message at jan 04, 2012 around 06:06 every single person who is assuming zimmerman should be in jail just because the kid he shot was black.
STS2015-gold	belief		you can feel two contradictory things at once unfortunately.	you want to come back as a coffee mug in your next life.
STS2015-gold	belief	2.60	i rang him at 5.30am to see where he was, no reply.	sent him a text asking him to let me know he was ok, no reply.
STS2015-gold	belief		have you noticed how there are bugger all books about the conservative party?	what makes you think they are our equal now or anytime in the forseeable future?
STS2015-gold	belief	2.00	good luck social security has nothing to do with marriage.	actually social security does have something to do with marriage in the way it (ss) is administered.
STS2015-gold	belief		chad dunn, the lawyer for the texas democratic party, said now the county must get preclearance from the justice department before using the machines.	he was made redundant just before he moved to the states so he would have received a lump sum from them (plus extra money for having two children).
STS2015-gold	belief	0.00	it's like being against hammers.	he's not ranting against the troops.
STS2015-gold	belief		summer of 1967 becomes the national director of operation breadbasket.	1984 founds the national rainbow coalition.
STS2015-gold	belief		government - historical debt outstanding - annual 2000 - 2009 and now your ossiah is going to double that.	government - historical debt outstanding - annual 2000 - 2009 the 2009 debt number is from the bush administration's fiscal year.
STS2015-gold	belief		i mean 40% of the world is living under $2 a day.	how they can claim the father of the soldier is a public figure is absurd.
STS2015-gold	belief	3.10	the entitlement gravy train is off the tracks and out of gravy.	the gravy train really is all out of gravy.
STS2015-gold	belief	1.80	and in the end, bush's poll numbers were circling the drain because of his spending...	point me in the direction of all those tea baggers who were out there screaming about the bush deficit spending.
STS2015-gold	belief	4.00	just can't stop feeling this way.	wish i could stop thinking this way.
STS2015-gold	belief		and yes the two bombs ended the pacific war, with out them we would have been forced to invade them.	sadly, by then we had already lost the political war on the streets and campuses of the united states.
STS2015-gold	belief		his partner said, "i can't shoot up there.	and the hunter said, "shoot up here amongst us.
STS2015-gold	belief		perhaps they are starting to realize that the president isn't a cure-all for a damaged economy.	still trying to believe that the world is a zero sum game?
STS2015-gold	belief	2.20	interestingly, both sides rejected an offer to order the remaining "sleeping" protesters out of building.	why would walker's cronies reject an offer to order the "sleeping protesters" out of the capitol?
STS2015-gold	belief		we never considered any of those bulk mail ones we get in the mail---they all seem to shady to me and often have incorrect info in them.	however, an article i read in the most recent edition of reason magazine seems to paint a more realistic picture.
STS2015-gold	belief		driving on an icy road and wrecking isn't a federal problem until it affects thousands of people.	every winter driving on icy roads affects thousands of people.
STS2015-gold	belief		other parts of the study's methodology is flawed.	your comparison of the bush years with the clinton years is a joke.
STS2015-gold	belief	0.00	time to get the government out of the bedroom.	sue them and try to get some money out of them.
STS2015-gold	belief	2.40	that’s normally the case.	that is the entire case.
STS2015-gold	belief		my understanding of a "bubble" is a sector that is artificially propped up..despite	a bubble is a market that is artificially propped up for any reason.
STS2015-gold	belief	3.60	it was left up to them to decide whether the first amendment applied.	the jury is charged on the law and in this case material fact was the free speech 1st amendment protection.
STS2015-gold	belief		• gordon brown has said that it is his "duty" to try to form a stable government.	in the past he has said that the party that wins should have first right to try to form a government.
STS2015-gold	belief		they lined up to insist that the government had to change direction if the party was to win a fourth term.	he lauded the improvements achieved [in the past] nine years [..],
STS2015-gold	belief	2.20	has there even been any criminal investigation?	there's not even an investigation.
STS2015-gold	belief		and that really hurts and i've had enough.	and thats about it - dont know more than that.
STS2015-gold	belief		wtf are you babbling about?	wtf is that all about?
STS2015-gold	belief	0.80	'poof' disappears: just because they don't show it to you.	don't want to read and run but i don't know what to say.
STS2015-gold	belief		i know that bothers you socialists/progressives, but that's the way it is.	man, you socialists/progressives really are lost.
STS2015-gold	belief		is the director still there when you pick up your dd?	at our center, the director is the last one out the door.
STS2015-gold	belief		the entitlement gravy train is off the tracks and out of gravy.	the gravy train really is all out of gravy.
STS2015-gold	belief		i'm not going back to work until after she leaves so we can actually do things.	i am no bleeding heart - well, i am - but it bleeds for both sides, actually.
STS2015-gold	belief		how'd ya like that rant?	how old is that program?
STS2015-gold	belief		they will be tarred, feathered and run out of town on a rail.	this is what we all feared was going on anyway.
STS2015-gold	belief		dumbshit- who is threatening whom here?	i do see what you are saying tho.there
STS2015-gold	belief		i have had several pothole incidents with my 19" shod bmw.	the japanese had several negotiated settlements on the table.
STS2015-gold	belief		i think it's a case of giving my dad the account number so he can start transferring money to it, then telling the credit card companies the account details so they can take it out - i really don't know how it works.	in that case paypal refused to unfreeze the account and also refused to transfer the money to the red cross because of a business deal it had made with united way.
STS2015-gold	belief		and your level of expertise in this field is?	and you have a problem with this?
STS2015-gold	belief		great move having government take over loans and reduce the payment.	insurance with one that offers it or take insurance with one thayt doesnt.
STS2015-gold	belief		in the end bernard fall may have been right.	the old man was a strange enigma.
STS2015-gold	belief		and i was invited to step on the board and work with the points of light foundation.	and yes the two bombs ended the pacific war, with out them we would have been forced to invade them.
STS2015-gold	belief		insurance with one that offers it or take insurance with one thayt doesnt.	we once got home just as it got too dark to see without a flashlight.
STS2015-gold	belief		how well are the chinese managing their economy?	are the "sheep" really buying into this?
STS2015-gold	belief		you're prabably expecting an emotional plea.	you are a dishonest and mindless hack...
STS2015-gold	belief		was the motivating factor jealousy, or perhaps anger at the woman who replaced his mother, or was there abuse of the boy on the part of the father or girlfriend?	mass media are a good mirror to show how much a life is worth or worthless for them in different parts of the world.
STS2015-gold	belief		we should abolish medicare and the va.	they should just amend the house rules...stop
STS2015-gold	belief		dh leaves tonight for work travel.	do you have to go back to roosevelt?
STS2015-gold	belief		because then he would come to the conclusion that you would be the only one able to do that for him and possibly not accept anyone else to help.	i asked if they could tell me when the money would be in my account they said that was not possible.
STS2015-gold	belief	4.00	does anyone know if this is possible??	how is that possible?
STS2015-gold	belief		he seemed ok when talking about islam...but	wtf are you talking about?
STS2015-gold	belief	0.00	none of it would exist if it wasn't used to reduce weight on our spacecraft.	one would think they would run with the story, but they haven't.
STS2015-gold	belief		i checked with my doctor first, because i didn't want to compound the injury.	i saved up for it because i knew i was going to need it.
STS2015-gold	belief		which is why something like 80% of anti-choice activists are men.	they might be hiding him or something, in which case what is the problem?
STS2015-gold	belief		i have something to say to these heteros.	you must have seen zona's post on the other thread.
STS2015-gold	belief	0.80	it is a democracy with regular changes in government many of them due to coup.	i think it's a real shame on the part of our government for treating them like this.
STS2015-gold	belief	0.00	people are just standing in lines waitin' to become teachers.	are you just being a stupid crank with this neocon/teabagger bs?
STS2015-gold	belief		i'll be interested to read the particulars of the study when they become available.	in the 60s i went to the east coast because that is where the power center is located.
STS2015-gold	belief		i find him entertaining as all hell (in two minute bursts).	friend has the nerve to tell him to "man up".
STS2015-gold	belief		"global warming doesn't mean every year will be warmer than the last.	doesn't matter, that will just be obama's fault as well.
STS2015-gold	belief	1.40	sorry, you just don't.	sorry for your loss, this could be handy.
STS2015-gold	belief		my brother went balisitic at the person he thought told me she was visting as 'it was none of my business'.	here is yet another reason why we should also get out of afghanistan and cut our losses.
STS2015-gold	belief		although i can remmeber walking through a neighbors house and it was filled with exotic birds.	i also remember the carpeting in that house, as light blue, though my mother says it was light green.
STS2015-gold	belief		for these women, the pill serves no preventative medical purpose whatsoever.	florsheim's women shoe stores were called thayer mcneil.
STS2015-gold	belief		kid gloves for a guy who just shot someone else to death.	i wanted to be free to tell someone to go to hell.
STS2015-gold	belief	3.20	sorry for such a long waffly post - any ideas would be much appreciated!	any help would be much appreciated.
STS2015-gold	belief		when they found the bomb, they first thing to do was to track it back to who sent it.	i haven't found the nerve to ask my aunt about it.
STS2015-gold	belief		they gave wall street all that taxpayer cash.	you haven't answered that yet.
STS2015-gold	belief		what a tremendous leader he is in this time of great fear.	what happened to america being a nation of laws and not men?
STS2015-gold	belief		am wondering weather to sleep in the spare bedroom tonight!	something rather strange happened last night.
STS2015-gold	belief		(the reference includes a photo of the event.)	the rioters are pretty focused on the police and the president.
STS2015-gold	belief		i remember in the fifties conservatives did not want flouride added to the water because flouride turned people into communists.	misrepresented stelow's position so i'm replacing it with: you answer the door before people knock.
STS2015-gold	belief		here's an novel idea:if you don't like the idea of being shot at, don't become a cop.	there are some things you don't need to be told since they are so bleeding obvious?
STS2015-gold	belief		i believe this to be a case of apples and oranges.	there has to be a present risk of harm, editec.
STS2015-gold	belief		he could not work for 10 years due to how bad his body suffered.	that would be me for 40+ years (except for the feet first part).
STS2015-gold	belief	1.60	ask yourself what you look for in a friend too.	i went out & found new friends.
STS2015-gold	belief		you are not aware of the legal obligations of a lease and who would be responsible for the adherence to local ordanances?	to the bitter end, the official position of the clinton administration was that it couldn't say for sure who was responsible for the cole attack.
STS2015-gold	belief		are they not a media company interesting in keeping the populate updated on the latest and greatest and hottest news?	actually, the whole "contraception" drum is being pounded by the liberals in an attempt at gotcha politics.
STS2015-gold	belief		i've never been happy with that, and a name brand physical therapist confirmed my impression.	i've never seen any other child kept after school.
STS2015-gold	belief		their news coverage has covered it...	this is the wrong thread for this.
STS2015-gold	belief		it's people who make the precision parts the robots are made from.	it's not the catastrophe that was reported and fishing boats are heading back out.
STS2015-gold	belief		i had tried that, and it just says restore, close, minimize.	i tried to call and there was no answer.
STS2015-gold	belief		if you ask a lib i'm sure they will be happy to lamblast coulter..	you say you like the plan to abolish czars.
STS2015-gold	belief		i've read so many 9/11 conspiracy theorist threads i'm practically an expert.	i've seen some debates where krugman's opponent had him practically in tears.
STS2015-gold	belief		the verses above from leviticus are in a section of the bible that lists immoral acts and the penalties for them.	the rioters are pretty focused on the police and the president.
STS2015-gold	belief		when i first crate trained her, i slept/stayed within sight of her until she got comfortable with me being away.	when i got to our bedroom i noticed oh's safe which is screwed to the wall at the bottom of our wardrobe was missing.
STS2015-gold	belief		governments exist for a reason.	7 comments weigh in corrections?
STS2015-gold	belief		in fact, it has not even been elevated to the level of a theory.	in fact, it is about as possible as affording cobra.
STS2015-gold	belief		i saved more than 50% of my disposable income for law school.	i'm so sorry to hear of your losses, mos and bogof.
STS2015-gold	belief	1.40	that is what we're up against and must compete on a global scale.	this is what we all feared was going on anyway.
STS2015-gold	belief		for instance if we made cars without robots it would take 10x the manpower to produce what we now produce.	of course they are because without the "expansion" they have no argument.
STS2015-gold	belief		and in the center of all this, leader of the seperatist group bloc quebecois, gilles duceppe.	but in the case of the park 51 mosque, he seems to do a complete backflip.
STS2015-gold	belief		officials at the senate press office said that in the vast majority of cases the full chamber follows the recommendations of the commission of laws.	their point is that the embryo is a human being and is therefore subject to all the rights and protections of the constitution.
STS2015-gold	belief		that only leads to hate and violence.	ya think he wanted to hire new people?
STS2015-gold	belief		for the last 2-3 months he has been spending time with a "lady friend".	you really do need to read what other experts in the field are saying, my friend.
STS2015-gold	belief	1.80	to them it was good enough.	so that is the end of that.
STS2015-gold	belief		am i obliged to inform them regardless?	how did you get in the camp?
STS2015-gold	belief	2.40	just another bit of that graph thats false.	other parts of the study's methodology is flawed.
STS2015-gold	belief		then i would probably calm down and listen.	i put the words they probably said...
STS2015-gold	belief		oil is washing up north of miamui beach on the east side of florida.	in fact, watching fox will tell you the exact opposite of what you are claiming.
STS2015-gold	belief	3.40	i don't think most british people are too lazy to work but i think they have unrealistic expectations of work.	i don't think most brits want to start at the bottom and do tedious low paid jobs before they get the experience to climb up the career ladder.
STS2015-gold	belief		being gay does not equal reproductive dysfunction.	seeing g go was a real eye opener.
STS2015-gold	belief		and yet cops and firefighters, as emplyees of government, are under attack because of their pay and benefits.	if the death was a sham, then this wouldn't be the first time governmetns have used propaganda stories for their benefit..
STS2015-gold	belief		but, the nations we are fighting in now are islamic and that is a whole other scenario entirely.	but the death penalty bill was passed after the fact and so manson and his gang will have the luxury of living in prison till they die.
STS2015-gold	belief		i'm all good now i got a full time job with the feds.	i know i don't want to be in this relationship.
STS2015-gold	belief	2.20	it's not your fellow citizens' responsibility to do that.	but don't demand your fellow citizens pay for your own mistakes or problems with banks.
STS2015-gold	belief		consistency is not exactly revere's hallmark here.	it does not matter what your sexual preference's are.
STS2015-gold	belief		another is that when the government orders a military member through permanent change of station orders (pcs) to relocate from one place to another the military sponsors the spouse to travel and relocate to the new base with their spouse.	for the first time the government's agenda from outsourcing the writing up of patients notes to south africa to asking district nurses to make a "business case" for helping patients has angered everybody in the profession.
STS2015-gold	belief		so medical wise there is nothing that would make the dr think that there will be problems.	when they post the 2010 numbers, that will be obama's.
STS2015-gold	belief		they hate the people that is going to be their future i go when there is a job for me.	perhaps they are starting to realize that the president isn't a cure-all for a damaged economy.
STS2015-gold	belief		the nba is a classic example of a government enforced monopoly.	that is what the founders of the movement intended.
STS2015-gold	belief		it is two strange counter-productive activites.	i have other priorities.
STS2015-gold	belief		then, that the warming was natural and that greenhouse gases weren't causing the change, and also that "warmth is better."*	i don't think a "national" minimum wage makes any sense, since the purchasing power varies wildly from state to state.
STS2015-gold	belief		i just needed the courage to ask for his help as he is very 'old sch'.	at our center, the director is the last one out the door.
STS2015-gold	belief	0.00	i wonder how this will pan out.	and he spent his money on things he cared about.
STS2015-gold	belief		he is unique in that he wasn't elected to office.	he's brought dignity back to the office.
STS2015-gold	belief	1.60	the teaser on national public radio mentioning that tomorrow (wed) during morning edition there will be a story on the minimum wage.	also mentioned that the bush administration is not in favor of raising minimum wage.
STS2015-gold	belief		actually, it's people who build the robots since not enough are being made tocreate an assembly line.	basically it's a kind of incitment to riot and it ought to be illegal.
STS2015-gold	belief		why do you hate america so much?	kind of like america, i guess.
STS2015-gold	belief		neocons have been mistaking the elephant's shit for the elephant.	she does excellent work in the middel east.
STS2015-gold	belief		obviously all parents are going to be incredibly concerned.	but our parents said "oh no, it was an accident".
STS2015-gold	belief		i think cutting the nonessentials would be fine...but	i think you're missing the entire point.
STS2015-gold	belief		you have to watch videos in fast-forward.	you name your cats "cream" and "sugar."
STS2015-gold	belief		because most of them are like john gotti - only in the sense they should have the moniker teflon in front of their names - because nothing is ever their fault and nothing ever sticks.	however, i went to see them to review his iep and they said he has huge concentration issues (amongst other things) and they cannot get him to sit and write more than 3 lines.
STS2015-gold	belief		the true heroes will be ones that bear the burden of 40 years of political discourse.	we are the home of tesla motors that only the "sean penns" of the world can afford.
STS2015-gold	belief	0.60	that's how i would feel supported.	it has now been lifted.
STS2015-gold	belief	2.60	you have made a claim, that japan offered to surrender in 1945 numerous times before either bomb was dropped.	the lie that japan was ready to surrender is revisionist history.
STS2015-gold	belief		but i can also see the faces of the people i horrified..	the dialogue from the movie in your head.
STS2015-gold	belief		you're better off without him in your life, and you'll have a life.	you are not married to him - you are still living at home.
STS2015-gold	belief	0.00	it's not because he is stupid, it's because there is so much faith and so little critical thinking in his rantings.	i am not a fan of autobiographies because they contain so much information i don't care about.
STS2015-gold	belief	1.20	government - historical debt outstanding - annual 2000 - 2009 the 2009 debt number is from the bush administration's fiscal year.	like the "housing" bubble at the beginning of the bush administration.
STS2015-gold	belief		in one instance your side states that businesses are not hiring.	i think you're missing the entire point.
STS2015-gold	belief		do adults have their pay halved for 1 mistake at work and then get no pay at all if they make 2 mistakes?	how about when the bush administration broke the law and engaged in warrantless wiretaps.
STS2015-gold	belief		no one really concerned about it, until now.	it is all about the entitlements.
STS2015-gold	belief	0.60	they can negotiate their own contract without having to carry the fat, lazy, uneducated, low skilled and dependent union worker.	others have the right to their opinions as always, we don't have to agree, and there's little chance we ever will agree.
STS2015-gold	belief		what are government officals going to do to make sure that everyone does their part in this.	we have traffic laws that exist for no reason other than to fine motorists.
STS2015-gold	belief		vor: how many foreign people have the bnp murdered in the name of the bnp?	hopefully you have been declaring this income to the taxman?
STS2015-gold	belief		why am i being like this!!!	me: i'm getting married!!!
STS2015-gold	belief	0.00	the dont identify me as a real preson,..	governments exist for a reason.
STS2015-gold	belief		generally, i don't rely on google as a solid sole source for 'research'.	hell, i didn't even mention the fact that rich people can afford better legal counsel.
STS2015-gold	belief		or keep risking the enviornment?	am i missing something here?
STS2015-gold	belief		those events may have expedited smiling buddha, but the test was going to take place anyways, sooner or later.	the tories have picked up 92 seats but the swing is not enough to give them an overall majority.
STS2015-gold	belief		now its 95% certainty.	he is 5 and in year 1.
STS2015-gold	belief		all that takes "education".	and that's the truth.
STS2015-gold	belief		i recommend a good polysci/history course.	i mean, being a history student..
STS2015-gold	belief		we always went to the back seat.	so we wanted to be alike.
STS2015-gold	belief		i guess this is a last plea for help and guidance, before i do something silly.	i suppose that is one of the reasons i see this whole stem cell thing as so weird.
